awake-cafe-chicago-2,Awake Cafe,"1357 1357 W Chicago Ave, Chicago, IL 60642",40,3.5,coffee,+13124928600,https://www.yelp.com/biz/awake-cafe-chicago-2?adjust_creative=DlHuFNKWksFZEAhV6WQUYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DlHuFNKWksFZEAhV6WQUYQ,delivery-Yes
hound-dogs-burgers-and-teriyaki-chicago-2,Hound Dogs Burgers & Teriyaki,"2257 W Grand Ave, Chicago, IL 60612",23,3.5,burgers,+13126665797,https://www.yelp.com/biz/hound-dogs-burgers-and-teriyaki-chicago-2?adjust_creative=DlHuFNKWksFZEAhV6WQUYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DlHuFNKWksFZEAhV6WQUYQ,delivery-No
burger-baron-restaurant-chicago,Burger Baron Restaurant,"1381 W Grand Ave, Chicago, IL 60642",118,3.0,burgers,+13127333285,https://www.yelp.com/biz/burger-baron-restaurant-chicago?adjust_creative=DlHuFNKWksFZEAhV6WQUYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DlHuFNKWksFZEAhV6WQUYQ,delivery-Yes
cafe-blue-chicago-5,Cafe Blue,"811 W Chicago Ave, Chicago, IL 60642",17,3.5,cafes,+13127632870,https://www.yelp.com/biz/cafe-blue-chicago-5?adjust_creative=DlHuFNKWksFZEAhV6WQUYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DlHuFNKWksFZEAhV6WQUYQ,delivery-No
bacci-pizzeria-chicago-15,Bacci Pizzeria,"162 North Franklin St, Chicago, IL 60612",38,2.5,pizza,+13125781700,https://www.yelp.com/biz/bacci-pizzeria-chicago-15?adjust_creative=DlHuFNKWksFZEAhV6WQUYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DlHuFNKWksFZEAhV6WQUYQ,delivery-No
jimmy-johns-chicago-41,Jimmy John's,"520 N Ogden, Chicago, IL 60642",27,2.5,sandwiches,+13122431122,https://www.yelp.com/biz/jimmy-johns-chicago-41?adjust_creative=DlHuFNKWksFZEAhV6WQUYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DlHuFNKWksFZEAhV6WQUYQ,delivery-No
taco-boy-chicago,Taco Boy,"1234 N Halsted St, Chicago, IL 60642",2,4.5,mexican,+13129292128,https://www.yelp.com/biz/taco-boy-chicago?adjust_creative=DlHuFNKWksFZEAhV6WQUYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DlHuFNKWksFZEAhV6WQUYQ,delivery-No
jimmy-johns-chicago-66,Jimmy John's,"1431 N Kingsbury St, Chicago, IL 60642",8,3.0,sandwiches,+13123378700,https://www.yelp.com/biz/jimmy-johns-chicago-66?adjust_creative=DlHuFNKWksFZEAhV6WQUYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DlHuFNKWksFZEAhV6WQUYQ,delivery-No
taquero-fusion-chicago-3,Taquero Fusion,"324 N Leavitt St, Chicago, IL 60612",48,3.0,catering,+17733216777,https://www.yelp.com/biz/taquero-fusion-chicago-3?adjust_creative=DlHuFNKWksFZEAhV6WQUYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DlHuFNKWksFZEAhV6WQUYQ,delivery-No
tamale-space-charros-chicago,Tamale Space Charros,"324 N Leavitt St, Chicago, IL 60612",2,4.0,mexican,+13124550863,https://www.yelp.com/biz/tamale-space-charros-chicago?adjust_creative=DlHuFNKWksFZEAhV6WQUYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DlHuFNKWksFZEAhV6WQUYQ,delivery-No
dinner-with-dale-levitski-at-relax-lounge-chicago,Dinner with Dale Levitski at Relax Lounge,"1450 W Chicago Ave, Chicago, IL 60642",1,5.0,restaurants,+13126666006,https://www.yelp.com/biz/dinner-with-dale-levitski-at-relax-lounge-chicago?adjust_creative=DlHuFNKWksFZEAhV6WQUYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DlHuFNKWksFZEAhV6WQUYQ,delivery-No
chicago-philly-stop-chicago,Chicago Philly Stop,"1600 W Lake St, Chicago, IL 60612",3,2.0,pizza,+13127739030,https://www.yelp.com/biz/chicago-philly-stop-chicago?adjust_creative=DlHuFNKWksFZEAhV6WQUYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DlHuFNKWksFZEAhV6WQUYQ,delivery-No
burger-king-chicago-67,Burger King,"1213 N Milwaukee Ave, Chicago, IL 60642",6,2.5,hotdogs,+18663942493,https://www.yelp.com/biz/burger-king-chicago-67?adjust_creative=DlHuFNKWksFZEAhV6WQUYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DlHuFNKWksFZEAhV6WQUYQ,delivery-No
soylent-fuchsia-chicago,Soylent Fuchsia,"324 N Leavitt St, Chicago, IL 60612",1,5.0,newamerican,,https://www.yelp.com/biz/soylent-fuchsia-chicago?adjust_creative=DlHuFNKWksFZEAhV6WQUYQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=DlHuFNKWksFZEAhV6WQUYQ,delivery-No
