License,Inspection Date
2247646,03/14/2016
1818916,03/14/2016
2442851,03/14/2016
1514313,03/11/2016
1981771,03/14/2016
2446423,03/14/2016
2451836,03/14/2016
1675659,03/11/2016
2304295,03/11/2016
1916219,03/11/2016
2153586,03/11/2016
2442819,03/11/2016
2079949,03/11/2016
2418423,03/11/2016
1380221,03/11/2016
2326813,03/11/2016
22761,03/11/2016
39382,03/11/2016
1355797,03/11/2016
2418468,03/11/2016
2428348,12/15/2015
2256158,03/11/2016
2157659,03/11/2016
2452072,03/11/2016
1493582,03/11/2016
2915819,03/11/2016
2130274,03/11/2016
1247824,03/10/2016
2385053,03/10/2016
18172,03/10/2016
7545,03/10/2016
3525,03/10/2016
2424110,03/10/2016
43519,03/10/2016
2032955,03/10/2016
1445777,03/10/2016
2079949,03/10/2016
23577,03/10/2016
25391,03/10/2016
1986871,03/10/2016
2411342,03/10/2016
1741082,03/10/2016
1893655,03/10/2016
2411341,03/10/2016
2397912,03/10/2016
2355372,02/05/2016
2033045,03/10/2016
1878476,03/10/2016
2353917,03/10/2016
2451966,03/10/2016
2432973,03/10/2016
2446132,03/10/2016
48126,03/09/2016
1675659,03/09/2016
1878504,03/09/2016
2433019,03/09/2016
2299275,03/09/2016
2216148,03/09/2016
2069938,03/09/2016
2234160,03/09/2016
2411541,03/09/2016
2183910,03/09/2016
2437297,03/09/2016
2446431,03/08/2016
2334350,03/08/2016
2141813,03/08/2016
2017992,03/08/2016
2240730,03/08/2016
2299275,03/08/2016
2048477,03/08/2016
2364374,03/08/2016
22851,03/08/2016
9304,03/08/2016
9027,03/08/2016
2443204,03/08/2016
2314244,03/08/2016
2398478,03/08/2016
2202624,03/08/2016
1518304,03/08/2016
18365,03/08/2016
2451833,03/08/2016
2374757,03/04/2016
2340693,03/04/2016
1273267,03/04/2016
18234,03/04/2016
2299021,03/04/2016
2225453,03/04/2016
22761,03/04/2016
48820,03/04/2016
2379489,03/04/2016
47165,03/04/2016
1802621,03/04/2016
46131,03/04/2016
2379022,03/04/2016
46251,03/04/2016
25431,03/04/2016
2225294,03/04/2016
1476657,03/04/2016
1042888,03/04/2016
1841498,03/03/2016
44899,03/03/2016
1903754,03/03/2016
1816814,03/03/2016
2451710,03/03/2016
1909742,03/03/2016
2379022,03/03/2016
1647307,03/03/2016
2125736,03/03/2016
1144631,03/03/2016
2308791,03/03/2016
2348486,03/03/2016
1144384,03/03/2016
24461,03/03/2016
1847144,03/03/2016
1893655,03/03/2016
2232992,03/03/2016
46401,03/03/2016
2353850,03/03/2016
1646340,03/03/2016
2418468,03/03/2016
2379359,03/02/2016
2354262,03/02/2016
2042226,03/02/2016
2196340,03/02/2016
2411417,03/02/2016
2320043,03/02/2016
2065188,03/02/2016
41906,03/02/2016
2137182,03/02/2016
69608,03/02/2016
2158281,03/02/2016
34514,03/02/2016
78579,03/02/2016
2253821,03/02/2016
68542,03/02/2016
2133635,03/02/2016
2153545,03/02/2016
2040639,03/02/2016
22571,03/02/2016
23891,03/02/2016
1954838,03/02/2016
1694688,03/02/2016
2184914,03/01/2016
2423435,03/01/2016
2451485,03/01/2016
2447055,03/01/2016
1478372,03/01/2016
1899172,03/01/2016
2379235,02/25/2016
2368937,03/01/2016
2423601,03/01/2016
2035,03/01/2016
2447234,03/01/2016
2283839,03/01/2016
2204603,03/01/2016
2124413,03/01/2016
2446646,03/01/2016
22881,03/01/2016
26791,03/01/2016
15136,02/29/2016
18234,02/26/2016
74498,02/26/2016
1803230,02/26/2016
74496,02/26/2016
2088686,02/26/2016
2245990,02/26/2016
1937764,02/26/2016
1980781,02/26/2016
15136,02/26/2016
2235049,02/26/2016
2411114,02/26/2016
2451450,02/26/2016
2304021,02/26/2016
2205268,02/26/2016
25991,02/26/2016
34633,02/26/2016
1249180,02/26/2016
1878473,02/26/2016
3244715,02/26/2016
1798044,02/25/2016
74498,02/25/2016
2129036,02/25/2016
74496,02/25/2016
2390636,02/25/2016
1898470,02/25/2016
1337815,02/25/2016
1840678,02/25/2016
25521,02/25/2016
1650274,02/25/2016
1987114,02/25/2016
23611,02/25/2016
2184200,02/25/2016
2363188,02/25/2016
2385331,02/25/2016
69143,02/25/2016
1800580,02/25/2016
2446423,02/25/2016
2246351,02/24/2016
1927100,02/24/2016
1903424,02/24/2016
2398096,02/24/2016
1649774,02/24/2016
2003002,02/24/2016
2379359,02/24/2016
2204616,02/24/2016
1223576,02/24/2016
23891,02/24/2016
26651,02/24/2016
1954838,02/24/2016
1120557,02/24/2016
29261,02/24/2016
1905264,02/23/2016
2334691,02/23/2016
12601,02/23/2016
1927100,02/23/2016
2120863,02/23/2016
2031842,02/23/2016
2355372,02/23/2016
1069215,02/23/2016
2451483,02/23/2016
2442803,02/23/2016
2059426,02/23/2016
2164105,02/23/2016
2241081,02/23/2016
1595935,02/23/2016
2196316,02/23/2016
1822283,02/23/2016
2391908,02/22/2016
1303855,02/22/2016
61624,02/22/2016
1333235,02/22/2016
1249458,02/22/2016
1594881,02/22/2016
1696430,02/22/2016
1196091,02/22/2016
1840862,02/22/2016
2327193,02/22/2016
29311,02/22/2016
1119899,02/22/2016
2374159,02/22/2016
2354267,02/22/2016
1979165,02/22/2016
26011,02/22/2016
26051,02/22/2016
2099425,02/22/2016
2473635,02/22/2016
2451545,02/22/2016
24251,02/22/2016
23671,02/22/2016
22201,02/22/2016
2308122,02/22/2016
1739326,02/19/2016
1221174,02/19/2016
1492287,02/19/2016
2263368,02/19/2016
2172586,02/19/2016
2289500,02/19/2016
2177842,02/19/2016
2046662,02/19/2016
1927100,02/19/2016
15136,02/19/2016
26431,02/19/2016
1969513,02/19/2016
2284394,02/19/2016
2386016,02/19/2016
2246913,02/19/2016
1045342,02/19/2016
1888834,02/19/2016
1194932,02/19/2016
2442355,02/19/2016
2124410,02/19/2016
25831,02/19/2016
0,02/19/2016
26231,02/19/2016
15059,02/18/2016
20904,02/18/2016
2120185,02/18/2016
2411072,02/18/2016
1332927,02/18/2016
2432659,02/18/2016
1575975,02/18/2016
24776,02/18/2016
2385289,02/18/2016
50551,02/18/2016
2437674,02/18/2016
22211,02/18/2016
3076679,02/18/2016
1884826,02/18/2016
50261,02/18/2016
1954041,02/18/2016
2443226,02/18/2016
2374155,02/18/2016
2412676,02/17/2016
2437294,02/17/2016
2368732,02/17/2016
2447210,02/17/2016
1932106,02/17/2016
2009543,02/17/2016
26231,02/17/2016
2447093,02/17/2016
3305849,02/17/2016
2138637,02/17/2016
2225478,02/17/2016
1354372,02/17/2016
2391580,02/17/2016
1598117,02/17/2016
2262550,02/16/2016
2146235,02/16/2016
2340634,02/16/2016
2423129,02/11/2016
1249926,02/16/2016
2374155,02/16/2016
1228206,02/11/2016
1403374,02/16/2016
2432518,02/16/2016
1143582,02/16/2016
2432520,02/16/2016
2048386,02/16/2016
1302136,02/16/2016
2079949,02/16/2016
2446495,02/16/2016
2215670,02/16/2016
41745,02/11/2016
25104,02/11/2016
1948443,02/11/2016
2262350,02/11/2016
3247017,02/11/2016
2447137,02/11/2016
2341764,02/11/2016
2049605,02/11/2016
1277374,02/11/2016
0,02/11/2016
2192968,02/11/2016
2215638,02/11/2016
2446253,02/11/2016
1047126,02/11/2016
16795,02/11/2016
23911,02/11/2016
2385110,02/10/2016
75583,02/10/2016
2419099,02/10/2016
42484,02/10/2016
23131,02/10/2016
2398295,02/10/2016
26231,02/10/2016
2304626,02/10/2016
2215590,02/10/2016
2432923,02/10/2016
2240854,02/10/2016
23301,02/10/2016
1302136,02/09/2016
1963807,02/09/2016
27137,02/09/2016
1726,02/09/2016
23917,02/09/2016
2359772,02/09/2016
2359796,02/09/2016
1802986,02/09/2016
4378,02/09/2016
2137962,02/09/2016
2385289,02/09/2016
39845,02/09/2016
2074379,02/09/2016
2203103,02/09/2016
2378996,02/09/2016
37621,02/09/2016
3128634,02/09/2016
2084383,02/09/2016
28851,02/09/2016
2442676,02/08/2016
1676986,02/08/2016
2252473,02/08/2016
2046661,02/08/2016
25041,02/08/2016
26041,02/08/2016
37506,02/08/2016
2289050,02/08/2016
1224303,02/08/2016
2423885,02/08/2016
2379438,02/08/2016
2142460,02/08/2016
26831,02/08/2016
3305849,02/08/2016
1697154,02/08/2016
28081,02/08/2016
24961,02/08/2016
31151,02/08/2016
2247280,02/08/2016
23491,02/08/2016
70463,02/08/2016
2374837,02/08/2016
1677434,02/05/2016
1869804,02/05/2016
1300004,02/05/2016
2433049,02/05/2016
2374155,02/05/2016
2233277,02/05/2016
1273251,02/05/2016
2349196,02/05/2016
2368800,02/05/2016
2215670,02/05/2016
2328475,02/05/2016
7546,02/05/2016
2446254,02/05/2016
1648410,02/05/2016
2152271,02/05/2016
1969808,02/05/2016
59550,02/05/2016
1697154,02/05/2016
2172586,02/04/2016
2141538,02/04/2016
2184293,02/04/2016
1444218,02/04/2016
2241039,02/04/2016
29507,02/04/2016
1299747,02/04/2016
1045634,02/04/2016
1646652,02/04/2016
23441,02/04/2016
3634,02/04/2016
2089328,02/04/2016
2046683,02/04/2016
1872,02/04/2016
1948252,02/04/2016
1869,02/04/2016
2353879,02/04/2016
2446260,02/04/2016
32359,02/04/2016
1964658,02/04/2016
2215638,02/04/2016
23462,02/04/2016
32534,02/04/2016
28260,02/04/2016
2022350,02/04/2016
1622713,02/03/2016
39472,02/03/2016
2446580,02/03/2016
2262309,02/03/2016
2419531,02/03/2016
1948306,02/03/2016
2074427,02/03/2016
2341137,02/03/2016
2433128,02/03/2016
2364239,02/03/2016
1330889,02/03/2016
2423269,02/03/2016
2328137,02/03/2016
1494560,02/03/2016
1381330,02/03/2016
2232943,02/03/2016
385,02/03/2016
25751,02/03/2016
2443355,02/03/2016
2446389,02/03/2016
2304347,02/03/2016
30231,02/02/2016
2446483,02/02/2016
2428131,02/02/2016
2423243,02/02/2016
1953695,02/02/2016
2202626,01/29/2016
2398385,01/29/2016
2231777,01/29/2016
2133877,01/29/2016
2411298,01/29/2016
2333429,01/29/2016
2320711,01/29/2016
2417945,01/29/2016
1698821,01/29/2016
1718674,01/29/2016
2438045,01/29/2016
2353649,01/29/2016
1474638,01/29/2016
1043422,01/29/2016
25411,01/29/2016
31251,01/29/2016
1719200,01/29/2016
1878466,01/29/2016
2446244,01/29/2016
2368804,01/28/2016
55253,01/28/2016
55247,01/28/2016
1000572,01/28/2016
2147560,01/28/2016
1576258,01/28/2016
1804,01/28/2016
23301,01/28/2016
2013433,01/28/2016
1964659,01/28/2016
2017994,01/28/2016
1964658,01/28/2016
2327382,01/28/2016
2189327,01/28/2016
2437211,01/28/2016
2204244,01/28/2016
2446220,01/28/2016
2256167,01/27/2016
2124977,01/27/2016
2411486,01/27/2016
15910,01/27/2016
2446275,01/27/2016
36164,01/27/2016
2283546,01/27/2016
4978,01/27/2016
1698821,01/27/2016
2446167,01/27/2016
1927479,01/27/2016
2252970,01/27/2016
26041,01/27/2016
3200734,01/27/2016
25411,01/27/2016
2390826,11/16/2015
1495171,01/26/2016
2196818,01/26/2016
1820524,01/26/2016
2412230,01/26/2016
83740,01/26/2016
2446338,01/26/2016
1927479,01/26/2016
2412233,01/26/2016
2359723,01/26/2016
26631,01/26/2016
23301,01/26/2016
1470960,01/26/2016
2374282,01/25/2016
26371,01/25/2016
46121,01/25/2016
24102,01/25/2016
2314015,01/25/2016
25182,01/25/2016
2256167,01/25/2016
2443403,01/25/2016
2124558,01/25/2016
2442370,01/25/2016
34396,01/25/2016
1226532,01/25/2016
1942424,01/25/2016
2385635,01/25/2016
1047314,01/25/2016
2022350,01/25/2016
51614,01/25/2016
23441,01/25/2016
63031,01/25/2016
24241,01/25/2016
2328502,01/22/2016
2202626,01/22/2016
1474614,01/22/2016
42878,01/22/2016
55059,01/21/2016
2133985,01/22/2016
3244704,01/22/2016
2256636,01/22/2016
3244705,01/22/2016
1981613,01/22/2016
51071,01/22/2016
2443069,01/22/2016
2390637,01/22/2016
32246,01/21/2016
60836,01/21/2016
25061,01/21/2016
1617681,01/21/2016
36908,01/21/2016
1488341,01/21/2016
2099561,01/21/2016
1767714,01/21/2016
2207857,01/21/2016
2428609,01/21/2016
2146953,01/21/2016
2428608,01/21/2016
2134399,01/21/2016
2046708,01/21/2016
1678035,01/21/2016
2446115,01/21/2016
1981613,01/20/2016
31261,01/21/2016
22573,01/21/2016
31141,01/21/2016
2098643,01/21/2016
22041,01/21/2016
2419282,01/21/2016
45693,01/20/2016
1942424,01/20/2016
36908,01/19/2016
2189372,01/20/2016
2205280,01/20/2016
75752,01/20/2016
32021,01/20/2016
1964001,01/20/2016
1771594,01/19/2016
2294099,01/19/2016
80814,01/19/2016
18867,01/19/2016
1476348,01/19/2016
1874133,01/19/2016
30121,01/19/2016
385,01/19/2016
1335555,01/19/2016
23311,01/19/2016
23312,01/19/2016
1953328,01/19/2016
2432628,01/19/2016
2432626,01/19/2016
2196830,01/15/2016
2138319,01/15/2016
2437211,01/15/2016
2088105,01/15/2016
2437225,01/15/2016
1804587,01/15/2016
1948824,01/15/2016
2202277,01/15/2016
1717917,01/15/2016
10876,12/15/2015
2231880,01/15/2016
2137675,01/15/2016
2158449,01/15/2016
2215705,01/15/2016
1520427,12/15/2015
24131,01/15/2016
22421,01/15/2016
2124590,01/15/2016
23301,01/15/2016
23951,01/15/2016
2032788,01/14/2016
2443045,01/14/2016
1893848,01/14/2016
1619223,01/14/2016
2405954,01/14/2016
1332616,01/14/2016
1992565,01/14/2016
1489719,01/14/2016
1514864,01/14/2016
1986439,01/14/2016
1172055,01/14/2016
24241,01/14/2016
24551,01/14/2016
22832,01/14/2016
25381,01/14/2016
3752,01/14/2016
2398465,01/14/2016
29371,01/14/2016
2320728,01/13/2016
2284710,01/13/2016
1840958,01/13/2016
2134279,01/13/2016
34521,01/13/2016
2309244,01/13/2016
1144034,01/13/2016
1244636,01/13/2016
23149,01/13/2016
31101,01/13/2016
26621,01/13/2016
2270795,01/13/2016
2442428,01/12/2016
81793,01/13/2016
2437738,01/12/2016
2279559,01/12/2016
1981831,01/12/2016
1985220,01/12/2016
47787,01/12/2016
2437823,01/12/2016
1768136,01/12/2016
2327892,01/12/2016
1986698,01/12/2016
76582,01/12/2016
2374240,01/12/2016
2404575,01/12/2016
1942424,01/12/2016
2240925,01/12/2016
22062,01/12/2016
2404574,01/12/2016
2423147,01/12/2016
24951,01/12/2016
24051,01/12/2016
22061,01/12/2016
2185421,01/11/2016
1904431,11/12/2015
2354431,01/11/2016
2069431,01/11/2016
2398006,01/11/2016
22351,01/11/2016
28117,01/11/2016
2437136,01/11/2016
2120729,01/11/2016
2437966,01/11/2016
31141,01/11/2016
1592159,01/11/2016
1488929,01/08/2016
48081,01/08/2016
1903978,01/08/2016
33146,01/08/2016
1619390,01/08/2016
26266,01/08/2016
1513901,01/08/2016
2419192,01/08/2016
2225524,01/08/2016
2056684,01/08/2016
23141,01/08/2016
2363294,01/08/2016
2374446,01/08/2016
49683,01/08/2016
2041814,01/08/2016
2390882,01/07/2016
1357956,01/07/2016
1741849,01/07/2016
2108692,01/07/2016
25871,01/07/2016
2016891,01/07/2016
2254229,01/07/2016
1845223,01/07/2016
2142652,01/07/2016
2368646,01/07/2016
2231880,01/07/2016
27794,01/07/2016
1695172,01/07/2016
2269542,01/07/2016
21275,01/07/2016
2177682,01/07/2016
2442364,01/07/2016
2115281,01/07/2016
3283635,01/07/2016
46321,01/07/2016
2253115,01/07/2016
2428843,01/07/2016
1543381,01/06/2016
2309077,01/06/2016
1997939,01/06/2016
1742947,01/06/2016
1938179,01/06/2016
2288876,01/06/2016
47163,01/06/2016
2021498,01/06/2016
2119864,01/06/2016
2146953,01/06/2016
2289027,01/06/2016
2411784,01/06/2016
6465,01/06/2016
78862,01/06/2016
2309177,01/06/2016
25621,01/06/2016
1695069,01/06/2016
2442906,01/06/2016
71095,01/05/2016
60836,01/05/2016
40853,01/05/2016
2374675,01/05/2016
1880021,01/05/2016
2443000,01/05/2016
17602,01/05/2016
2308160,01/05/2016
1892933,01/05/2016
2021329,01/05/2016
31675,01/05/2016
25561,01/05/2016
1769428,01/05/2016
2431788,01/05/2016
2373923,01/05/2016
6231,01/05/2016
2313695,01/05/2016
2419423,01/05/2016
1246771,01/05/2016
2438153,12/31/2015
1275547,12/31/2015
1717126,12/31/2015
2293205,12/30/2015
2203417,12/30/2015
1767630,12/30/2015
2363067,12/30/2015
1334026,12/30/2015
1447811,12/30/2015
1335044,12/18/2015
6231,12/29/2015
2069749,12/29/2015
2428609,12/29/2015
2428608,12/29/2015
2013495,12/29/2015
2418594,12/29/2015
2442496,12/29/2015
1738131,12/28/2015
2397460,12/28/2015
1594913,12/28/2015
1334026,12/28/2015
1545898,12/28/2015
1248237,12/24/2015
2177809,12/24/2015
2437129,12/24/2015
1803592,12/24/2015
2093641,12/23/2015
2129615,12/23/2015
1476976,12/23/2015
46477,12/23/2015
2055694,12/23/2015
2320579,12/22/2015
2368999,12/22/2015
6231,12/22/2015
1992463,12/22/2015
1333235,12/22/2015
2069749,12/22/2015
12687,12/22/2015
56738,12/22/2015
1869972,12/22/2015
2065167,12/22/2015
2433063,12/22/2015
2245955,12/22/2015
2129629,12/22/2015
2405955,12/21/2015
1144034,12/10/2015
2432383,12/21/2015
1332161,12/21/2015
2438156,12/21/2015
2198209,12/21/2015
80711,12/21/2015
34344,12/21/2015
2309058,12/10/2015
2254182,12/21/2015
1275444,12/21/2015
2262737,12/21/2015
2437483,12/21/2015
2008126,12/18/2015
1915548,12/18/2015
59297,12/18/2015
16598,12/18/2015
2156904,12/18/2015
1842835,12/18/2015
2442346,12/18/2015
2089220,12/18/2015
2417843,12/17/2015
2417842,12/17/2015
1382290,12/17/2015
1248237,12/17/2015
2032536,12/17/2015
1869182,12/17/2015
1196636,12/17/2015
9154,12/17/2015
2412588,12/17/2015
1803592,12/17/2015
1913925,12/17/2015
2412587,12/17/2015
1986217,12/17/2015
44026,12/17/2015
2428722,12/17/2015
2437092,12/17/2015
2428721,12/17/2015
2432680,12/17/2015
2278634,12/17/2015
2390608,12/17/2015
1478386,12/16/2015
2327437,12/16/2015
39084,12/16/2015
2437926,12/16/2015
2342349,12/16/2015
1869711,12/16/2015
2245702,12/16/2015
1334026,12/16/2015
2298331,12/16/2015
2094359,12/16/2015
2283226,12/16/2015
1594330,12/16/2015
2304020,12/16/2015
1947771,12/15/2015
2314728,12/15/2015
2320250,12/15/2015
2368999,12/15/2015
1122371,12/15/2015
2411378,12/15/2015
1044714,12/15/2015
2157609,12/15/2015
2262593,12/15/2015
2391792,12/15/2015
2054674,12/15/2015
2437922,12/15/2015
2437509,12/15/2015
1676853,12/15/2015
2103790,12/15/2015
2294149,12/14/2015
2157629,12/14/2015
25558,12/14/2015
2163727,12/14/2015
2252284,12/14/2015
2428267,12/14/2015
1271373,12/14/2015
1121856,12/14/2015
1578515,12/11/2015
38682,12/14/2015
2017995,12/14/2015
2437871,12/14/2015
34154,12/14/2015
7212,12/14/2015
2013749,12/14/2015
1332161,12/14/2015
49801,12/14/2015
2216151,12/14/2015
2298568,12/11/2015
1381606,12/11/2015
2163554,12/11/2015
2177172,12/11/2015
56738,12/11/2015
2093508,12/11/2015
37456,12/10/2015
1984969,12/10/2015
2405564,12/10/2015
2137785,12/10/2015
2079896,12/10/2015
2354401,12/10/2015
2309057,12/10/2015
2240742,12/10/2015
1676853,12/10/2015
1980309,12/10/2015
22952,12/10/2015
1383221,12/10/2015
1302136,12/10/2015
9344,12/10/2015
2432472,12/09/2015
2384843,12/09/2015
1515180,12/09/2015
1772459,12/09/2015
2016793,12/09/2015
2333826,12/09/2015
2053923,12/09/2015
12532,12/09/2015
2433167,12/09/2015
1969627,12/09/2015
2437591,12/09/2015
2074199,12/09/2015
2225550,12/09/2015
1869182,12/09/2015
2215806,12/09/2015
1145520,12/09/2015
2215954,12/09/2015
2215967,12/09/2015
2423832,12/08/2015
9408,12/08/2015
2437446,12/08/2015
1547590,12/08/2015
2298650,12/08/2015
54665,12/08/2015
2177676,12/08/2015
2216150,12/08/2015
2341756,12/08/2015
1194844,12/08/2015
2432402,12/08/2015
2341755,12/08/2015
2363890,12/08/2015
2348926,12/04/2015
2203912,12/04/2015
23128,12/04/2015
2373769,12/04/2015
2437247,12/04/2015
2196383,12/04/2015
1445777,12/04/2015
2177805,12/04/2015
49672,12/04/2015
2192615,12/04/2015
1986959,12/04/2015
2229420,12/04/2015
1337457,12/04/2015
2215901,12/04/2015
2235051,12/04/2015
2216110,12/04/2015
2043013,12/04/2015
2334787,12/03/2015
2008547,12/03/2015
2327448,12/03/2015
1801390,12/03/2015
2341139,12/03/2015
1221174,12/03/2015
2428107,12/03/2015
1595410,12/03/2015
1379458,12/03/2015
1047314,12/03/2015
1222884,12/03/2015
2437238,12/03/2015
1887323,12/03/2015
2233026,12/03/2015
2411182,12/03/2015
23640,12/03/2015
2320241,12/03/2015
1869258,12/02/2015
12502,12/02/2015
2196383,12/02/2015
38056,12/02/2015
2428909,12/02/2015
2192838,12/02/2015
46653,12/02/2015
1335953,12/02/2015
1245433,12/02/2015
2437385,12/02/2015
17038,12/02/2015
2437345,12/02/2015
38827,12/02/2015
2269625,12/02/2015
2432659,12/02/2015
2103048,12/02/2015
1167576,12/01/2015
1275490,12/01/2015
8864,12/01/2015
2423895,12/01/2015
2146735,12/01/2015
2428446,12/01/2015
2428445,12/01/2015
2350106,12/01/2015
30543,12/01/2015
37506,12/01/2015
51236,12/01/2015
2083833,12/01/2015
10894,12/01/2015
2368496,12/01/2015
2437266,12/01/2015
1646198,11/30/2015
1741994,11/30/2015
2326585,11/30/2015
60656,11/30/2015
2254328,11/30/2015
7053,11/30/2015
2108449,11/30/2015
2437215,11/30/2015
2263378,11/30/2015
2358510,11/30/2015
1770761,11/30/2015
15632,11/30/2015
1801390,11/30/2015
1353913,11/30/2015
1679682,11/30/2015
2256636,11/30/2015
2120226,11/30/2015
12300,11/27/2015
1846828,11/27/2015
2314779,11/27/2015
45234,11/27/2015
1381615,11/25/2015
2398745,11/25/2015
2203621,11/25/2015
2428493,11/25/2015
2428499,11/25/2015
2428495,11/25/2015
2433167,11/25/2015
1878675,11/25/2015
2398745,11/25/2015
2133991,11/25/2015
1490770,11/25/2015
1573680,11/24/2015
740,11/24/2015
1573356,11/24/2015
1514802,11/24/2015
2398936,11/24/2015
2433112,11/24/2015
1447481,11/24/2015
1472867,11/24/2015
26251,11/24/2015
1619550,11/24/2015
2180046,11/24/2015
2016729,11/24/2015
2350122,11/23/2015
2069523,11/23/2015
1545130,11/23/2015
34173,11/23/2015
2231773,11/23/2015
1473196,11/23/2015
14897,11/23/2015
2048785,11/23/2015
8833,11/23/2015
2397974,11/23/2015
1914093,11/23/2015
1249521,11/23/2015
1446718,11/23/2015
2432013,11/23/2015
1969684,11/23/2015
2263322,11/23/2015
1964807,11/20/2015
2398452,11/20/2015
34220,11/20/2015
2113856,11/20/2015
2189442,11/20/2015
2363771,11/20/2015
2269908,11/20/2015
1245305,11/20/2015
2308079,11/20/2015
1043118,11/20/2015
1333242,11/20/2015
2013208,11/20/2015
61314,11/20/2015
2137211,11/20/2015
2026905,11/20/2015
1383122,11/20/2015
1766631,11/19/2015
8932,11/19/2015
2009262,11/19/2015
2304615,11/19/2015
2432756,11/19/2015
34777,11/19/2015
35191,11/19/2015
1893655,11/19/2015
1974743,11/19/2015
1954289,11/19/2015
1698732,11/19/2015
1679682,11/19/2015
1970042,11/19/2015
2412519,11/19/2015
2412517,11/19/2015
2412516,11/19/2015
2391509,11/19/2015
2391508,11/19/2015
2428183,11/19/2015
1330753,11/19/2015
2391507,11/19/2015
1445472,11/19/2015
2299421,11/18/2015
2079326,11/18/2015
1043848,11/18/2015
2036426,11/18/2015
2428599,11/17/2015
12755,11/18/2015
2119905,11/18/2015
2016727,11/18/2015
1620903,11/18/2015
1575555,11/17/2015
2299421,11/17/2015
1142125,11/17/2015
2014064,11/17/2015
7146,11/17/2015
2423006,11/17/2015
1141439,11/17/2015
2404511,11/17/2015
1916161,11/17/2015
2363762,11/17/2015
2432412,11/17/2015
2129925,11/17/2015
1167646,11/17/2015
2432410,11/17/2015
2432411,11/17/2015
1595804,11/17/2015
1142112,11/17/2015
2363760,11/17/2015
2308660,11/17/2015
2431903,11/17/2015
1822500,11/17/2015
2215466,11/17/2015
1915971,11/16/2015
2183417,11/16/2015
2405915,11/16/2015
2359288,11/16/2015
73675,11/16/2015
2183633,11/16/2015
46151,11/16/2015
1823689,11/16/2015
2256619,11/16/2015
1477822,11/16/2015
1885160,11/16/2015
2432879,11/16/2015
46151,11/16/2015
39805,11/16/2015
28690,11/13/2015
2271173,11/13/2015
1574657,11/13/2015
52210,11/13/2015
1903796,11/13/2015
1515263,11/13/2015
40422,11/13/2015
2363887,11/13/2015
1680008,11/13/2015
2125851,11/13/2015
1737477,11/13/2015
2222309,11/13/2015
1216154,11/12/2015
1766380,11/12/2015
35191,11/12/2015
2032648,11/12/2015
2278380,11/12/2015
2428021,11/12/2015
3866,11/12/2015
2177985,11/12/2015
2432672,11/12/2015
2423474,11/12/2015
46226,11/12/2015
1329966,11/12/2015
2368572,11/10/2015
2069464,11/10/2015
1333098,11/10/2015
2432090,11/10/2015
2379996,11/10/2015
1767514,11/10/2015
2432617,11/10/2015
30963,11/10/2015
43074,11/10/2015
2263235,11/10/2015
33141,11/10/2015
31121,11/10/2015
2419332,11/10/2015
2360049,11/10/2015
2359249,11/10/2015
2263235,11/10/2015
11362,11/09/2015
1768530,11/09/2015
2432188,11/09/2015
2263991,11/09/2015
2341006,11/09/2015
2060861,11/09/2015
2247643,11/09/2015
2129036,11/09/2015
2374391,11/09/2015
2432879,11/09/2015
2428168,11/09/2015
1873306,11/09/2015
2362911,11/09/2015
46511,11/09/2015
25302,11/09/2015
1647518,11/09/2015
22864,11/06/2015
2428138,11/06/2015
2378859,11/06/2015
1095196,11/06/2015
1591829,11/06/2015
1766,11/06/2015
2013097,11/06/2015
1093813,11/06/2015
2418266,09/24/2015
1767467,11/06/2015
2279057,11/06/2015
2432462,11/06/2015
25931,11/06/2015
1981908,11/06/2015
2125851,11/06/2015
2398639,11/06/2015
2360056,11/06/2015
1307,11/06/2015
58973,11/06/2015
2060985,11/06/2015
2333150,11/05/2015
2294369,11/05/2015
1969701,11/05/2015
1968664,11/05/2015
1904287,11/05/2015
2379834,11/05/2015
2368906,11/05/2015
2177985,11/05/2015
2304342,11/05/2015
2432230,11/05/2015
1543605,11/05/2015
32316,11/05/2015
2427794,11/05/2015
1245107,11/03/2015
1357919,11/05/2015
69607,11/05/2015
2427795,11/05/2015
1518135,11/05/2015
45994,11/04/2015
2179895,11/04/2015
1678249,11/04/2015
34135,11/04/2015
2422811,11/04/2015
1823249,11/04/2015
2113649,11/04/2015
59480,11/04/2015
2060985,11/04/2015
1144900,11/04/2015
2340664,11/04/2015
2432391,11/04/2015
54059,11/04/2015
2432398,11/04/2015
23811,11/04/2015
2079748,11/04/2015
1490322,11/04/2015
2113767,11/04/2015
2027873,11/04/2015
25496,11/04/2015
2146633,11/03/2015
38466,11/03/2015
2431982,11/03/2015
2431998,11/03/2015
2037362,11/03/2015
1820101,11/03/2015
25558,11/03/2015
33489,11/03/2015
1904287,11/03/2015
1593122,11/03/2015
2385472,11/03/2015
48940,11/03/2015
2215557,11/03/2015
2232836,11/03/2015
2269603,11/03/2015
13192,11/03/2015
2432188,11/03/2015
2419596,11/03/2015
2224916,11/03/2015
86324,11/03/2015
2379996,10/30/2015
2298568,10/30/2015
2320986,10/30/2015
2340459,10/30/2015
2262504,10/30/2015
1998392,10/30/2015
2179895,10/30/2015
58973,10/30/2015
2069454,10/30/2015
54266,10/30/2015
2359898,10/30/2015
24289,10/30/2015
2428531,10/30/2015
1899115,10/30/2015
