License,Inspection Date
1740130,07/10/2014
2327923,07/10/2014
59263,07/10/2014
1991820,07/10/2014
2341419,07/10/2014
1954915,07/10/2014
2283419,07/10/2014
1547488,07/10/2014
1985943,07/10/2014
2341509,07/10/2014
40155,07/10/2014
2196203,07/10/2014
20451,07/10/2014
2087997,07/10/2014
1356624,07/10/2014
2246818,07/10/2014
2074467,07/10/2014
2308142,07/10/2014
2308143,07/10/2014
2319753,07/10/2014
70463,07/10/2014
2340704,07/09/2014
2163841,07/09/2014
2129489,07/09/2014
1980017,07/09/2014
1406,07/09/2014
2065097,07/09/2014
2093201,07/09/2014
2134681,07/09/2014
2298788,07/08/2014
2320304,07/08/2014
2326838,07/08/2014
31949,07/08/2014
1991820,07/08/2014
2245228,07/08/2014
2307956,07/08/2014
2298789,07/08/2014
2333986,07/08/2014
2307951,07/08/2014
2326837,07/08/2014
2313655,07/08/2014
58961,07/08/2014
2307958,07/08/2014
2303889,07/08/2014
2307954,07/08/2014
1675659,07/08/2014
2326523,07/08/2014
2283813,07/08/2014
2307952,07/08/2014
2309036,07/08/2014
2129489,07/08/2014
1953757,07/08/2014
1975736,07/08/2014
2113666,07/08/2014
2313654,07/08/2014
36690,07/08/2014
2341212,07/08/2014
2142688,07/08/2014
1299593,07/03/2014
2341035,07/03/2014
2254274,07/03/2014
2341006,07/03/2014
2129223,07/03/2014
2163633,07/03/2014
2153140,07/03/2014
2304413,07/03/2014
2216042,07/03/2014
2304412,07/03/2014
2225294,07/03/2014
2341112,07/03/2014
3991,07/03/2014
3247569,07/03/2014
2341124,07/02/2014
2341021,07/02/2014
2341007,07/02/2014
2341011,07/02/2014
25772,07/02/2014
2032271,07/02/2014
1478565,07/02/2014
2134773,07/02/2014
2177798,07/02/2014
2292944,07/02/2014
1800649,07/02/2014
2341107,07/02/2014
43519,07/02/2014
2042176,07/02/2014
2021367,07/01/2014
2147033,07/01/2014
2215992,07/01/2014
2152352,07/01/2014
1169578,07/01/2014
2290055,07/01/2014
81793,07/01/2014
1910293,07/01/2014
1593077,07/01/2014
39417,07/01/2014
2304753,07/01/2014
2340652,06/30/2014
1968904,06/30/2014
2278738,06/30/2014
2304533,06/30/2014
2304532,06/30/2014
1933100,06/30/2014
86322,06/30/2014
2153685,06/30/2014
1514313,06/30/2014
2134801,06/30/2014
2185211,06/30/2014
34205,06/30/2014
1380606,06/30/2014
1542,06/30/2014
37844,06/30/2014
12673,06/30/2014
2292944,06/30/2014
1893666,06/30/2014
41583,06/30/2014
1803237,06/30/2014
1045634,06/30/2014
2340822,06/30/2014
28891,06/27/2014
1869813,06/27/2014
2290055,06/27/2014
1718018,06/27/2014
2032271,06/27/2014
2304557,06/27/2014
2202626,06/27/2014
2108749,06/26/2014
1927793,06/26/2014
34146,06/26/2014
2340652,06/26/2014
2026594,06/26/2014
34199,06/26/2014
18512,06/26/2014
1937525,06/26/2014
1196442,06/26/2014
2156946,06/26/2014
1948592,06/26/2014
2333415,06/26/2014
2321098,05/27/2014
1909598,06/26/2014
69607,06/26/2014
2340572,06/26/2014
2334608,06/26/2014
2215665,06/26/2014
66515,06/25/2014
42885,06/25/2014
13388,06/25/2014
2247256,06/25/2014
2340467,06/25/2014
1840986,06/25/2014
1194275,06/25/2014
2042176,06/25/2014
2262683,06/25/2014
2328468,06/25/2014
1894606,06/25/2014
1885160,06/25/2014
2215971,06/25/2014
2340648,06/25/2014
2340694,06/24/2014
1676717,06/24/2014
2192690,06/24/2014
1382540,06/24/2014
1165431,06/24/2014
1803589,06/24/2014
2177676,06/24/2014
2334920,06/24/2014
2319946,06/19/2014
2162352,06/24/2014
1970430,06/24/2014
1741849,06/24/2014
41570,06/24/2014
22662,06/24/2014
2334902,06/24/2014
2290094,06/24/2014
2290093,06/24/2014
2189510,06/23/2014
82227,06/23/2014
2026594,06/23/2014
27123,06/23/2014
2334877,06/23/2014
1496019,06/23/2014
1332477,06/23/2014
1953320,06/23/2014
1943396,06/23/2014
2179853,06/23/2014
33733,06/23/2014
2254328,06/23/2014
2083872,06/23/2014
2340442,06/23/2014
23610,06/20/2014
2092973,06/20/2014
74272,06/20/2014
83788,06/20/2014
1970430,06/20/2014
1942781,06/20/2014
44914,06/20/2014
34344,06/20/2014
61208,06/20/2014
2340283,06/20/2014
1969513,06/20/2014
2137182,06/20/2014
3166,06/20/2014
2340397,06/20/2014
20973,06/20/2014
1594881,06/20/2014
63356,06/19/2014
28875,06/19/2014
1878871,06/19/2014
2269542,06/19/2014
2003512,06/19/2014
75382,06/19/2014
2068992,06/19/2014
1823527,06/19/2014
2232943,06/19/2014
1963277,06/19/2014
2163723,06/19/2014
0,06/19/2014
2002759,06/19/2014
2334799,06/19/2014
2256208,06/19/2014
2284218,06/19/2014
2137182,06/19/2014
1142116,06/17/2014
2215993,06/19/2014
27520,06/19/2014
2308785,06/18/2014
45994,06/18/2014
1969301,06/18/2014
1970430,06/18/2014
2304533,06/18/2014
1520566,06/18/2014
2304532,06/18/2014
1594881,06/18/2014
2308213,06/18/2014
1197450,06/18/2014
14616,06/18/2014
1892862,06/18/2014
2065304,06/18/2014
34234,06/18/2014
2284694,06/18/2014
37911,06/18/2014
1845501,06/18/2014
19549,06/18/2014
57929,06/17/2014
2308785,06/17/2014
2308786,06/17/2014
1937623,06/17/2014
2079974,06/17/2014
76582,06/17/2014
1874832,06/17/2014
1546681,06/17/2014
2334867,06/17/2014
1718785,06/17/2014
2326831,06/17/2014
1197450,06/17/2014
2334633,06/17/2014
2308673,06/17/2014
1737178,06/16/2014
2334449,06/16/2014
2334708,06/16/2014
2177809,06/16/2014
44026,06/16/2014
1144034,06/16/2014
1959797,06/16/2014
12594,06/16/2014
2333345,06/16/2014
2334298,06/16/2014
0,06/16/2014
47736,06/16/2014
25176,06/16/2014
30962,06/13/2014
2334343,06/13/2014
0,06/13/2014
1143582,06/13/2014
2032142,06/13/2014
1888944,06/13/2014
1986439,06/13/2014
21927,06/13/2014
1166821,06/13/2014
81721,06/10/2014
1820570,06/13/2014
2269538,06/13/2014
2307750,03/13/2014
1043008,06/12/2014
1954028,06/12/2014
51614,06/12/2014
2195973,06/12/2014
1304238,06/12/2014
26877,06/12/2014
44793,06/12/2014
2334251,06/12/2014
1273946,06/12/2014
1908804,06/12/2014
2017922,06/12/2014
2294422,06/12/2014
1358217,06/12/2014
2215666,06/12/2014
2021538,06/12/2014
2333806,06/12/2014
2088695,06/11/2014
43276,06/11/2014
29177,06/11/2014
1045301,06/11/2014
2115273,06/11/2014
1477867,06/11/2014
2179853,06/11/2014
2333062,06/11/2014
1841897,06/11/2014
2334320,06/11/2014
2333805,06/11/2014
1879470,06/11/2014
0,06/11/2014
23087,06/11/2014
1909356,06/11/2014
33916,06/11/2014
2321099,05/27/2014
1648880,06/11/2014
2262855,06/11/2014
30631,06/10/2014
2172713,06/10/2014
2327190,06/10/2014
1332657,06/10/2014
1938696,06/10/2014
2320250,06/10/2014
1874099,06/10/2014
2314766,06/10/2014
40246,06/10/2014
2334436,06/10/2014
1932220,06/10/2014
2326957,06/10/2014
2320247,06/10/2014
40,06/10/2014
1963864,06/10/2014
1332670,06/10/2014
44712,06/10/2014
2269632,06/10/2014
2196078,06/09/2014
2133877,06/09/2014
2189442,06/09/2014
1622872,06/09/2014
1077,06/09/2014
2294282,06/09/2014
75583,06/09/2014
2189443,06/09/2014
2334201,06/09/2014
2229468,06/09/2014
34389,06/09/2014
2309124,06/09/2014
2309123,06/09/2014
2334077,06/09/2014
2333907,06/09/2014
8550,06/09/2014
2289529,06/09/2014
2220904,06/06/2014
1694756,06/06/2014
2333652,06/06/2014
2333651,06/06/2014
2333786,06/06/2014
66911,06/06/2014
1997874,06/06/2014
2026455,06/06/2014
1096426,06/06/2014
2309124,06/06/2014
1144642,06/06/2014
1888944,06/06/2014
2309123,06/06/2014
1970042,06/06/2014
1145506,06/06/2014
2033176,06/06/2014
2048630,06/06/2014
2004043,06/06/2014
2308505,06/06/2014
2120185,06/05/2014
2142620,06/05/2014
2304769,06/05/2014
2229330,06/05/2014
2333092,06/05/2014
2065050,06/05/2014
2152583,06/05/2014
2125857,06/05/2014
2269632,06/05/2014
2278386,06/05/2014
2060542,06/05/2014
2269541,06/05/2014
2269539,06/05/2014
2269538,06/05/2014
2262479,06/05/2014
2328306,06/05/2014
2334079,06/05/2014
2333891,06/04/2014
1964316,06/04/2014
2059986,06/04/2014
1445981,06/04/2014
2102842,06/04/2014
4256,06/04/2014
2196436,06/04/2014
1122790,06/04/2014
41816,06/04/2014
1879470,06/04/2014
2304340,06/04/2014
2147200,06/04/2014
1543605,06/04/2014
2184394,06/04/2014
2254182,06/04/2014
52004,06/03/2014
2262681,06/03/2014
2333652,06/03/2014
37815,06/03/2014
2333598,06/03/2014
1898660,06/03/2014
49732,06/03/2014
2134056,06/03/2014
1166055,06/03/2014
2333634,06/03/2014
2277844,06/03/2014
2137207,06/03/2014
1981613,06/03/2014
2277843,06/03/2014
1593965,06/03/2014
1648134,06/03/2014
2333475,06/03/2014
30218,06/03/2014
2233054,06/03/2014
1801390,06/03/2014
2245936,06/02/2014
2333092,06/02/2014
2320565,06/02/2014
2333793,06/02/2014
83788,05/30/2014
22897,05/30/2014
2326571,05/30/2014
1382104,05/23/2014
1742117,05/30/2014
1621289,05/30/2014
2333490,05/30/2014
1675815,05/30/2014
66257,05/30/2014
2299171,05/30/2014
1621425,05/30/2014
2253128,05/30/2014
1937955,05/30/2014
2108499,05/30/2014
2036278,05/30/2014
2016793,05/30/2014
46531,05/30/2014
2002822,05/30/2014
2333281,05/29/2014
2138159,05/30/2014
2232520,05/30/2014
66257,05/30/2014
2320195,05/30/2014
2333475,05/29/2014
1932423,05/29/2014
2328551,05/29/2014
2333087,05/29/2014
0,05/29/2014
2074515,05/29/2014
1986698,05/29/2014
1820861,05/29/2014
36827,05/29/2014
2333281,05/29/2014
2333584,05/29/2014
2298770,05/29/2014
1304489,05/29/2014
2298769,05/29/2014
2232188,05/29/2014
2308658,05/29/2014
8833,05/29/2014
2298557,05/29/2014
12676,05/28/2014
1304863,05/28/2014
2003172,05/28/2014
1403374,05/28/2014
1898382,05/28/2014
7244,05/28/2014
1771904,05/28/2014
2333431,05/28/2014
2055024,05/28/2014
68669,05/27/2014
45628,05/27/2014
1803251,05/27/2014
9567,05/27/2014
36164,05/27/2014
2319754,05/27/2014
2333087,05/27/2014
1272041,05/27/2014
1802621,05/27/2014
1577600,05/27/2014
9821,05/27/2014
2313579,05/27/2014
2333442,05/27/2014
39705,05/27/2014
2046683,05/27/2014
2326966,05/27/2014
2288837,05/27/2014
2179622,05/27/2014
2328582,05/27/2014
2232188,05/27/2014
2333098,05/23/2014
2083868,05/23/2014
2065469,05/23/2014
34173,05/23/2014
10488,05/23/2014
2253821,05/23/2014
71458,05/23/2014
46531,05/23/2014
2125594,05/23/2014
2022387,05/23/2014
39786,05/23/2014
2220596,05/23/2014
1384031,05/23/2014
25351,05/23/2014
55428,05/23/2014
2262479,05/23/2014
7507,05/23/2014
1878434,05/22/2014
2195973,05/22/2014
27316,05/22/2014
2125616,05/22/2014
2263707,05/22/2014
2333061,05/22/2014
2137207,05/22/2014
18750,05/22/2014
2156933,05/22/2014
1682584,05/22/2014
46111,05/22/2014
2328478,05/22/2014
2262855,05/22/2014
22181,05/22/2014
2313751,05/22/2014
2328517,05/22/2014
2156904,05/22/2014
2074105,05/21/2014
1903796,05/21/2014
55428,05/21/2014
83774,05/21/2014
2333150,05/21/2014
1742374,05/21/2014
2333150,05/21/2014
2138452,05/20/2014
0,05/20/2014
64874,05/20/2014
1697733,05/20/2014
1676129,05/20/2014
28117,05/20/2014
2046661,05/20/2014
2216008,05/20/2014
2293664,05/20/2014
1883506,05/20/2014
9016,05/20/2014
2333135,05/20/2014
53091,05/20/2014
2293794,05/20/2014
1948280,05/20/2014
1168800,05/20/2014
2288837,05/20/2014
2328154,05/20/2014
1194932,05/19/2014
2003172,05/19/2014
2254229,05/19/2014
2326453,05/19/2014
2073681,05/19/2014
2263820,05/19/2014
2037179,05/19/2014
1618026,05/19/2014
1848298,05/19/2014
2298468,05/19/2014
41906,05/19/2014
2046685,05/19/2014
6507,05/19/2014
404,05/19/2014
49131,05/19/2014
2129010,05/19/2014
23051,05/19/2014
2046648,05/19/2014
36827,05/16/2014
2216008,05/16/2014
2048386,05/16/2014
2033165,05/16/2014
1488054,05/16/2014
1244647,05/16/2014
2087651,05/16/2014
2327396,05/16/2014
1515745,05/16/2014
2142669,05/16/2014
35697,05/16/2014
2314916,05/13/2014
2197117,05/15/2014
2289556,05/15/2014
2326420,05/15/2014
7545,05/15/2014
2083473,05/15/2014
2328226,05/15/2014
2298580,05/15/2014
2298579,05/15/2014
2321259,05/15/2014
49131,05/15/2014
29151,05/15/2014
2046648,05/15/2014
2313516,05/15/2014
2326923,05/15/2014
2328193,05/15/2014
2262291,05/15/2014
2262292,05/15/2014
2246774,05/14/2014
2069984,05/14/2014
2055067,05/14/2014
2328317,05/14/2014
1964400,05/14/2014
26051,05/14/2014
2046684,05/14/2014
2328054,05/14/2014
1093122,05/14/2014
69946,05/14/2014
1981981,05/14/2014
1356917,05/14/2014
2314917,05/13/2014
2293264,05/13/2014
1742374,05/13/2014
2069059,05/13/2014
29141,05/13/2014
2327508,05/13/2014
2084976,05/13/2014
2278380,05/13/2014
1646340,05/13/2014
2196732,05/13/2014
1647252,05/13/2014
2043451,05/13/2014
1514780,05/13/2014
21793,05/13/2014
2290209,05/13/2014
2294147,05/13/2014
2290208,05/13/2014
2294149,05/13/2014
2328137,05/12/2014
2252966,05/13/2014
31161,05/13/2014
1122044,05/13/2014
2142669,05/13/2014
1927736,05/12/2014
1979616,05/12/2014
2146953,05/12/2014
1885116,05/12/2014
28135,05/12/2014
2146638,05/12/2014
1869788,05/12/2014
2326414,05/12/2014
2153175,05/12/2014
1598128,05/12/2014
2216186,05/12/2014
2326459,05/12/2014
2129537,05/12/2014
23891,05/12/2014
86616,05/12/2014
2320569,05/09/2014
2294099,05/09/2014
2152306,05/09/2014
2271551,05/09/2014
2124558,05/09/2014
2121030,05/09/2014
2232784,05/09/2014
1969524,05/09/2014
1802063,05/09/2014
2003638,05/09/2014
2046675,05/09/2014
1678622,05/09/2014
1622089,05/09/2014
26831,05/09/2014
1574620,05/09/2014
23051,05/09/2014
2308186,05/08/2014
2320371,05/08/2014
1121323,05/08/2014
1975946,05/08/2014
2327216,05/08/2014
2327223,05/08/2014
2256738,05/08/2014
1874364,05/08/2014
1649503,05/08/2014
72128,05/08/2014
2134819,05/08/2014
2283593,05/08/2014
2308185,05/08/2014
26260,05/08/2014
2314700,05/08/2014
10794,05/08/2014
2299510,05/08/2014
2142669,05/08/2014
1969524,05/08/2014
2245891,05/08/2014
2008547,05/08/2014
23771,05/08/2014
2183417,05/08/2014
2327206,05/08/2014
2277844,05/08/2014
2277843,05/08/2014
2527657,05/07/2014
15281,05/07/2014
2283917,05/07/2014
2278002,05/07/2014
2013391,05/07/2014
1649503,05/07/2014
2326437,05/07/2014
1960181,05/07/2014
2319999,05/07/2014
32388,05/07/2014
1304863,05/07/2014
2304081,05/07/2014
1981771,05/07/2014
1980943,05/07/2014
1979125,05/07/2014
26231,05/07/2014
23081,05/07/2014
2327401,05/07/2014
1618026,05/06/2014
2320081,05/06/2014
2320080,05/06/2014
1273265,05/05/2014
2321004,05/06/2014
2043451,05/06/2014
2288876,05/06/2014
2088985,05/06/2014
2326691,05/06/2014
2327382,05/06/2014
2304699,05/06/2014
3076773,05/06/2014
2304698,05/06/2014
1878465,05/06/2014
2309011,05/06/2014
1878495,05/06/2014
2327126,05/06/2014
1353496,05/05/2014
1964476,05/05/2014
1904569,05/02/2014
1129,05/02/2014
2177423,05/02/2014
29171,05/02/2014
1122833,05/02/2014
2326898,05/02/2014
2320941,05/02/2014
30031,05/02/2014
1718772,05/02/2014
2289051,05/02/2014
1246262,05/02/2014
2021286,05/02/2014
2203916,05/02/2014
2177367,05/02/2014
1964659,05/02/2014
1069788,05/02/2014
2327178,05/02/2014
29081,05/02/2014
2303642,05/02/2014
2327110,05/02/2014
11583,05/01/2014
2216868,05/01/2014
2326970,05/01/2014
2326890,05/01/2014
1144034,05/01/2014
2290163,05/01/2014
26451,05/01/2014
2263204,05/01/2014
2473635,05/01/2014
44501,04/30/2014
2288880,04/30/2014
2320250,04/30/2014
23961,04/30/2014
2059782,04/30/2014
2177840,04/29/2014
2289412,04/29/2014
35128,04/29/2014
1494996,04/29/2014
2216015,04/29/2014
2216014,04/29/2014
52356,04/29/2014
1646157,04/29/2014
2003172,04/29/2014
2017268,04/29/2014
1646134,04/29/2014
2046698,04/29/2014
1986215,04/29/2014
25571,04/29/2014
1514802,04/29/2014
2288837,04/29/2014
2320116,04/29/2014
1899719,04/29/2014
23141,04/29/2014
2293776,04/29/2014
2184461,04/28/2014
1573847,04/28/2014
2216000,04/28/2014
1926507,04/28/2014
19012,04/28/2014
3833,04/28/2014
2094313,04/28/2014
2156947,04/28/2014
1353702,04/28/2014
1144034,04/28/2014
30041,04/28/2014
2225452,04/28/2014
1800448,04/28/2014
1981517,04/28/2014
2326815,04/28/2014
1648110,04/28/2014
2308391,04/25/2014
2308392,04/25/2014
2308390,04/25/2014
25590,04/25/2014
1227658,04/25/2014
1954531,04/25/2014
2321263,04/25/2014
2021688,04/25/2014
1047081,04/25/2014
25571,04/25/2014
1914060,04/25/2014
2326459,04/25/2014
2202619,04/25/2014
2183590,04/25/2014
1272454,04/25/2014
26281,04/25/2014
46041,04/25/2014
2313537,04/24/2014
1963860,04/24/2014
2299097,04/24/2014
2309180,04/24/2014
2309179,04/24/2014
2309177,04/24/2014
2326530,04/24/2014
2320891,04/24/2014
2016850,04/24/2014
46226,04/24/2014
2153284,04/24/2014
2326545,04/24/2014
2326536,04/24/2014
46431,04/24/2014
2314693,04/24/2014
2309038,04/24/2014
1379262,04/24/2014
26451,04/24/2014
33114,04/24/2014
2253097,04/24/2014
1904806,04/23/2014
2134579,04/23/2014
2060154,04/23/2014
1985943,04/23/2014
22481,04/23/2014
2215869,04/23/2014
3283641,04/23/2014
7868,04/23/2014
1926507,04/22/2014
71168,04/17/2014
2308392,04/22/2014
2308391,04/22/2014
2308390,04/22/2014
71931,04/22/2014
2092903,04/22/2014
2246913,04/22/2014
2129878,04/22/2014
1696182,04/22/2014
1969971,04/22/2014
23327,04/22/2014
2321015,04/22/2014
1954329,04/22/2014
46191,04/22/2014
2326533,04/22/2014
2314038,04/22/2014
2053915,04/22/2014
1093547,04/22/2014
22573,04/22/2014
2320032,04/22/2014
22171,04/22/2014
2098215,04/21/2014
2215869,04/21/2014
2321181,04/21/2014
10393,04/21/2014
2196152,04/21/2014
2321275,04/21/2014
52356,04/21/2014
2309128,04/21/2014
2256608,04/21/2014
2231999,04/21/2014
2303642,04/21/2014
29261,04/21/2014
24461,04/21/2014
25581,04/21/2014
1980884,04/21/2014
22481,04/21/2014
10393,04/18/2014
1738099,04/18/2014
2088943,04/18/2014
1473486,04/18/2014
2008729,04/18/2014
2326410,04/18/2014
2263898,04/18/2014
1894644,04/18/2014
1478484,04/18/2014
2314740,04/18/2014
1446902,04/18/2014
2163764,04/18/2014
2196302,04/18/2014
1979188,04/18/2014
2204120,04/18/2014
24227,04/17/2014
2299171,04/17/2014
71168,04/17/2014
1964476,04/17/2014
2253097,04/17/2014
2314241,04/17/2014
45096,04/17/2014
2247171,04/16/2014
2313764,04/16/2014
2253032,04/16/2014
2314699,04/16/2014
2284685,04/16/2014
1771161,04/16/2014
1969971,04/15/2014
1990954,04/15/2014
1820900,04/15/2014
2319954,04/15/2014
2229462,04/15/2014
2319825,04/15/2014
2020800,04/15/2014
2319944,04/15/2014
1000572,04/15/2014
1337580,04/15/2014
2137953,04/15/2014
44033,04/15/2014
2202277,04/14/2014
1933748,04/14/2014
36251,04/14/2014
2141795,04/14/2014
2092903,04/14/2014
31916,04/14/2014
3372643,04/11/2014
574,04/14/2014
1820125,04/14/2014
2314067,04/14/2014
30859,04/14/2014
2222307,04/14/2014
2314597,04/14/2014
2320936,04/14/2014
1681055,04/11/2014
1593096,04/11/2014
2233032,04/11/2014
2146279,04/11/2014
2320900,04/11/2014
2216081,04/11/2014
2192799,04/11/2014
1495446,04/11/2014
1981778,04/11/2014
2320839,04/11/2014
1980884,04/11/2014
1979188,04/11/2014
2094200,04/10/2014
2179853,04/10/2014
2313732,04/10/2014
80545,04/10/2014
1254,04/10/2014
2278807,03/26/2014
46700,04/10/2014
34368,04/10/2014
2288781,04/10/2014
2222396,04/10/2014
1874347,04/10/2014
2313731,04/10/2014
2313730,04/10/2014
1767620,04/10/2014
2313729,04/10/2014
2284803,04/10/2014
2298932,04/10/2014
2320718,04/10/2014
2298931,04/10/2014
2147526,04/10/2014
2319750,04/10/2014
2004222,04/09/2014
1801597,04/09/2014
2320199,04/09/2014
26579,04/09/2014
1878481,04/04/2014
69186,04/09/2014
2293041,04/09/2014
2293324,12/12/2013
26771,04/09/2014
1923098,04/09/2014
2320915,04/09/2014
29726,04/08/2014
2320599,04/08/2014
2314013,04/08/2014
34183,04/08/2014
27508,04/08/2014
2252937,04/08/2014
2003053,04/08/2014
2320418,04/08/2014
2103285,04/08/2014
2124977,04/08/2014
2314468,04/08/2014
2314677,04/08/2014
2293207,04/08/2014
1490864,04/08/2014
1142125,04/08/2014
2278807,04/08/2014
2308924,04/08/2014
24461,04/08/2014
1954225,04/08/2014
2320537,04/08/2014
23591,04/08/2014
2308923,04/08/2014
29261,04/08/2014
2320371,04/07/2014
1548223,04/07/2014
56981,04/07/2014
2262204,04/07/2014
1443872,04/07/2014
1245305,04/07/2014
2915819,04/07/2014
2125277,04/07/2014
8055,04/07/2014
1997582,04/07/2014
2313711,04/07/2014
1928152,04/07/2014
2121108,04/07/2014
2233173,04/07/2014
2320986,04/07/2014
1968755,04/07/2014
2304450,04/04/2014
2197107,04/04/2014
40974,04/04/2014
84375,04/04/2014
1490864,04/04/2014
18468,04/04/2014
2308713,04/04/2014
1000049,04/04/2014
1471030,04/04/2014
2246884,04/04/2014
3892,04/04/2014
25581,04/04/2014
2074115,04/04/2014
2320537,04/03/2014
53041,04/03/2014
1219,04/03/2014
4978,04/03/2014
2079332,04/03/2014
1933808,04/03/2014
25871,04/03/2014
2320537,04/03/2014
31101,04/03/2014
2314038,04/03/2014
2215695,04/02/2014
46291,04/03/2014
22702,04/03/2014
2320087,04/02/2014
1879163,04/02/2014
2197107,04/02/2014
2289533,04/02/2014
2319711,04/02/2014
2188995,04/02/2014
2073945,04/02/2014
2119813,04/02/2014
1893555,04/02/2014
2320019,04/01/2014
1904290,04/02/2014
1903285,04/02/2014
1120400,04/02/2014
1696469,04/02/2014
1596518,04/02/2014
2320346,04/02/2014
3128634,04/02/2014
58219,04/02/2014
26771,04/02/2014
2307930,04/02/2014
2152271,04/02/2014
26191,04/02/2014
2121108,04/02/2014
29271,04/02/2014
2314740,04/01/2014
2162506,04/01/2014
2003172,04/01/2014
1766380,04/01/2014
2234238,04/01/2014
85096,04/01/2014
2307908,04/01/2014
34169,04/01/2014
1676771,04/01/2014
2069531,04/01/2014
2255560,04/01/2014
2293261,04/01/2014
2232227,04/01/2014
2278807,04/01/2014
2319731,04/01/2014
2188995,03/28/2014
2278921,03/28/2014
1095025,03/28/2014
2043395,03/28/2014
25104,03/28/2014
1678633,03/28/2014
1985926,03/28/2014
49031,03/28/2014
9890,03/28/2014
18219,03/28/2014
1337815,03/28/2014
2003784,03/28/2014
28149,03/28/2014
7693,03/28/2014
29111,03/28/2014
2313793,03/28/2014
22721,03/28/2014
24651,03/28/2014
1985299,03/27/2014
2299237,03/27/2014
1737237,03/27/2014
2319906,03/27/2014
2320125,03/27/2014
1574629,03/27/2014
1878445,03/27/2014
26791,03/27/2014
2319911,03/26/2014
2319888,03/26/2014
2314900,03/26/2014
2320163,03/26/2014
2307930,03/26/2014
50496,03/26/2014
2083683,03/26/2014
1991580,03/26/2014
2137785,03/26/2014
1382730,03/25/2014
43981,03/25/2014
41530,03/25/2014
2003784,03/25/2014
2074459,03/25/2014
2319925,03/25/2014
24681,03/25/2014
1960180,03/25/2014
1329966,03/25/2014
23312,03/25/2014
2314422,03/25/2014
2314304,03/25/2014
22791,03/25/2014
2133590,03/25/2014
2319872,03/24/2014
2290148,03/24/2014
1677434,03/24/2014
1954531,03/24/2014
2129083,03/24/2014
1969754,03/24/2014
2027214,03/24/2014
2146235,03/24/2014
46041,03/24/2014
1043070,03/24/2014
2133590,03/24/2014
7212,03/24/2014
2138309,03/21/2014
2314946,03/21/2014
2314728,03/21/2014
1544937,03/21/2014
2059442,03/21/2014
2013324,03/21/2014
54665,03/21/2014
1739251,03/21/2014
2319692,03/21/2014
30466,03/21/2014
1621190,03/21/2014
2314797,03/21/2014
18516,02/28/2014
2289213,03/21/2014
2156690,03/20/2014
33783,03/20/2014
46781,03/20/2014
1595410,03/20/2014
47101,03/20/2014
2279057,03/19/2014
2026941,03/13/2014
2256678,03/19/2014
1404354,03/19/2014
22541,03/19/2014
2202881,03/19/2014
63356,03/18/2014
2314109,03/18/2014
1798425,03/18/2014
2084336,03/18/2014
7575,03/18/2014
2138384,03/18/2014
31251,03/18/2014
19973,03/18/2014
2202621,03/18/2014
1618656,03/18/2014
29445,03/18/2014
2292948,03/18/2014
1145333,03/17/2014
2185108,03/17/2014
4323,03/17/2014
1548461,03/17/2014
2314728,03/17/2014
2314756,03/17/2014
1579115,03/17/2014
32709,03/17/2014
57160,03/17/2014
1244636,03/17/2014
24281,03/17/2014
26751,03/17/2014
33706,03/17/2014
1963488,03/17/2014
1493550,03/17/2014
2093205,03/17/2014
8531,03/17/2014
25181,03/17/2014
1303855,03/17/2014
2314537,03/17/2014
2313773,03/14/2014
1594765,03/14/2014
1923054,03/14/2014
2185108,03/14/2014
81970,03/14/2014
33783,03/14/2014
1719179,03/14/2014
1933960,03/14/2014
2314598,03/14/2014
2054448,03/14/2014
2215667,03/14/2014
2109133,03/14/2014
2125167,03/14/2014
2299440,03/14/2014
2141280,03/14/2014
2308271,03/14/2014
66491,03/14/2014
2289213,03/14/2014
2314492,03/14/2014
25431,03/14/2014
1096426,03/14/2014
33783,03/13/2014
3803,03/13/2014
2009371,03/13/2014
60184,03/13/2014
63356,03/13/2014
2308676,03/13/2014
1771242,03/13/2014
1908795,03/13/2014
2088313,03/13/2014
2064453,03/13/2014
76395,03/13/2014
2304218,03/13/2014
2307749,03/13/2014
2252871,03/13/2014
2307748,03/13/2014
2216163,03/13/2014
26375,03/13/2014
67086,03/12/2014
76943,03/12/2014
2068691,03/12/2014
1577572,03/12/2014
2314398,03/12/2014
26091,03/12/2014
29271,03/12/2014
55255,03/11/2014
2314013,03/11/2014
21049,03/11/2014
2253834,03/11/2014
1476348,03/11/2014
1844410,03/11/2014
2138161,03/11/2014
2049909,03/11/2014
2162557,03/11/2014
1145075,03/11/2014
2246913,03/11/2014
2092846,03/11/2014
2134495,03/11/2014
2264029,03/11/2014
2264030,03/11/2014
29726,03/11/2014
2176991,03/11/2014
2303714,03/11/2014
2314218,03/11/2014
2303713,03/11/2014
2314367,03/11/2014
2314138,03/11/2014
2233148,03/11/2014
41768,03/11/2014
10916,03/11/2014
8228,03/11/2014
2088313,03/10/2014
74790,03/10/2014
9576,03/10/2014
1928274,03/10/2014
37096,03/10/2014
2219965,03/10/2014
3923,03/10/2014
39382,03/10/2014
1997612,03/10/2014
2093205,03/10/2014
51081,03/10/2014
1841223,03/10/2014
2313793,03/10/2014
1490322,03/10/2014
1767699,03/10/2014
2245888,03/07/2014
2120028,03/07/2014
1622351,03/07/2014
2314147,03/07/2014
1848375,03/07/2014
1987114,03/07/2014
153,03/07/2014
