GroupID,DataSource,SourceID,Address,Name,Case#,DateTime,CrimeType,Arrest
3,Crime,10837755,0000X E JACKSON BLVD,,JA140035,2017-02-02T13:55:00.000,DECEPTIVE PRACTICE,False
3,Crime,10839699,0000X E JACKSON BLVD,,JA142743,2017-02-05T13:45:00.000,THEFT,False
3,Crime,10845972,0000X E JACKSON BLVD,,JA149324,2017-02-10T18:45:00.000,THEFT,False
3,Crime,1987460,0000X E JACKSON BLVD,,HH186718,2001-12-10T22:30:00.000,DECEPTIVE PRACTICE,False
3,Crime,2190180,0000X E JACKSON BLVD,,HH449989,2001-11-16T08:30:00.000,DECEPTIVE PRACTICE,False
3,Crime,9883255,0000X E JACKSON BLVD,,HX534507,2014-11-25T15:00:00.000,ASSAULT,False
3,Crime,4420024,0000X E JACKSON BLVD,,HL712894,2005-11-03T11:48:52.000,THEFT,False
3,Crime,3930020,0000X E JACKSON BLVD,,HL302331,2005-04-18T09:45:33.000,THEFT,False
3,Crime,3874275,0000X E JACKSON BLVD,,HL242258,2005-03-18T14:00:00.000,OTHER OFFENSE,False
3,Crime,3888179,0000X E JACKSON BLVD,,HL183524,2005-02-15T20:07:56.000,NARCOTICS,True
3,Crime,3899240,0000X E JACKSON BLVD,,HL276255,2005-04-05T16:40:00.000,THEFT,False
3,Crime,4075777,0000X E JACKSON BLVD,,HL422403,2005-06-14T17:00:00.000,THEFT,False
